"id","catagory","hasImage","imageName","question","answerA","answerB","answerC","answerD","correctAnswer"
"671","13","0","","Which vehicle is exempt from speed limits when being used in an emergency?","Mountain rescue.","Doctor.","Bus breakdown service.","Garda.","D"
"793","13","0","","What should a driver do if a tyre bursts on the vehicle they are driving?","Hold the steering wheel firmly and pull in on the side of the road.","Pull on the handbrake.","Brake as quickly as possible.","Continue on at a normal speed.","A"
"794","13","0","","How should a driver use the brakes if the vehicle is fitted with anti-lock brakes (ABS)?","Press the brake-pedal only lightly.","Press and release the brake at slow intervals.","Press and release the brake at rapid intervals.","Press the brake pedal firmly and hold.","D"
"795","13","0","","What should a driver do if their vehicle gets into a front-wheel sideways skid?","Release the accelerator.","Press the footbrake.","Continue to accelerate.","Apply the handbrake.","A"
"796","13","0","","What should a driver do if their vehicle gets into a four-wheel sideways skid?","Push in the clutch and apply the handbrake to bring the car to a halt.","Turn the steering wheel in the same direction as the skid and ease off the accelerator.","Apply the footbrake strongly.","Turn the steering wheel in the same direction and apply the handbrake to bring the car to a halt.","B"
"797","13","0","","What should a driver do if their vehicle gets into a rear-wheel sideways skid?","Apply the footbrake strongly to bring the car to a halt.","Turn the steering wheel in the same direction as the rear wheels are heading.","Turn the steering wheel in the opposite direction in which the front wheels are heading.","Turn the steering wheel in the same direction in which the front wheels are heading.","B"
"798","13","0","","How should a driver in a vehicle without anti-lock brakes (ABS) deal with a front-wheel straight-line skid?","Turn the steering gently left or right.","Push in the clutch and take your foot off the accelerator.","Apply the footbrake strongly.","Press and release the footbrake at rapid intervals.","D"
"799","13","0","","What should a driver do if they get a tyre blow-out on the road?","Switch off the engine ignition to help bring the vehicle to a halt.","Apply the handbrake immediately to help bring the vehicle to a halt.","Apply the footbrake gently and bring the vehicle to a halt.","","C"
"800","13","0","","What effect could a front-tyre blow-out have on a vehicle?","The vehicle to pull to the rear away from the front blow-out.","The steering wheel will pull to one side.","The wheels to lock.","The vehicle will become easier to control.","B"
"801","13","0","","What effect could a rear-tyre blow-out have on a vehicle?","It could cause the vehicle wheels to lock.","It could cause the vehicle to sway from side to side.","It could cause the vehicle to pull towards the side with the blow-out.","It could cause the vehicle to pull away from the side with the blow-out.","B"
"802","13","0","","What action should a driver take if the engine in their vehicle cuts out suddenly when they are driving along?","Check that the handbrake is fully off.","Signal and steer the car to the side of the road.","Engage a lower gear.","Depress the accelerator and then release it.","B"
"803","13","0","","How would hydraulic power steering be affected if an engine stalled in slow-moving traffic?","The steering becomes easier to operate.","The steering would become heavy and difficult to operate.","The vehicle would not move.","The vehicle would move faster.","B"
"825","13","0","","What can cause a vehicle to skid?","Using harsh acceleration.","Stopping the vehicle in third gear.","Steering wheel too free.","Low tyre pressure.","A"
"866","16","0","","According to the Pre-Crash Report, which gender was more likely to drink and drive and be involved a fatal collision?","Females","Males and females drink drive equally","Neither males nor females drink and drive","Males","D"
"867","16","0","","According to the Pre-Crash Report, what type of vehicle were the majority of people driving when they had consumed alcohol and caused a fatal collision?","Tractor","Private car","Motorcycle","Van","B"
"868","16","0","","According to the Pre-Crash Report, what type of fatal collision was a person more likely to be involved in when drink driving?","Single-vehicle collision","Pedestrian Collision","Cyclist Collision","Multi-Vehicle Collision","A"
"869","16","0","","According to the Pre-Crash Report, which days of the week were people more likely to drink and drive and cause a fatal collision?","Friday and Saturday","Thursday and Friday","Saturday and Sunday","Sunday and Monday","C"
"870","16","0","","According to the Pre-Crash Report, how did the use of alcohol affect a personâ€™s decision to use a seatbelt?","Drivers and passengers were more likely to wear a seatbelt.","There was no effect on a driver's decision whether to wear a seatbelt or not.","There was no effect on a passenger's decision whether to wear a seatbelt or not.","Drivers and passengers were less likely to wear a seatbelt.","D"
"871","16","0","","What is the minimum blood alcohol concentration (BAC) level at which a learner or a novice driver is committing an offence?","100mg","20mg","80mg","10mg","B"
"872","16","0","","What is the maximum disqualification period imposed in court where the learner driver has a blood alcohol concentration (BAC) level in excess of 80 mg?","Two years","One year","Six years","Four years","C"
"873","16","0","","According to the Pre-Crash Report, which age group had the highest number of drivers causing fatal collisions where alcohol was a factor?","25 to 34","35 to 49 years","50 to 64 years","16 to 24 years","D"
"874","16","0","","According to the Pre-Crash Report, how many people were killed by a driver who had consumed alcohol?","Less than 100","More than 251","Between 201 and 250","Between 101 and 220","B"
